pixel_group,iy,ix,lon,lat,bldh,ahem,y_ucd_slope_decade,y_wpp_slope_decade,ddT_cool_decade,dRH_decade,dpop_decade,dinfil_decade,dbvol_decade
103_87,103.0,87.0,88.40008544921875,22.53436279296875,7.90656042098999,1005289.5625,0.37430342273078726,94.12045200880624,0.0692737762338561,3.8763423720544017,-2994.457647457334,15.206376107416473,1622.838950069188
104_62,104.0,62.0,88.1566162109375,22.54328155517578,3.3954102993011475,341953.3125,0.0,0.0,0.06130936400916744,3.963119691643367,1902.058785639126,1.5735729330140287,1070.1266603364277
104_63,104.0,63.0,88.16632080078125,22.54328155517578,1.7996082305908203,58122.328125,0.0,0.0,0.053522877147716794,3.9790550188301097,876.1316008057543,1.0307934627321813,403.9787016583545
104_64,104.0,64.0,88.17608642578125,22.543289184570312,1.6492283344268799,70070.8125,0.0,0.0,0.049137242165878676,3.9772707289846827,1170.6981070543127,0.0,139.53845372499134
104_65,104.0,65.0,88.18582153320312,22.543312072753906,1.6439039707183838,67488.234375,0.0,0.0,0.05523231196667435,3.9323915453316216,830.8715291040851,0.0,93.08156537833689
104_66,104.0,66.0,88.195556640625,22.543312072753906,1.4951165914535522,79119.9453125,0.0,0.0,0.041841739218173434,4.102989474591373,586.6778271664552,0.0,75.68635300076755
104_67,104.0,67.0,88.20529174804688,22.543319702148438,1.2101646661758423,76465.46875,0.0,0.0,0.020834722202202494,4.2476195932165925,117.04862812788284,0.0,60.88002560323456
104_68,104.0,68.0,88.21502685546875,22.543319702148438,1.9265259504318237,71730.25,0.0,0.0,0.07762106582247465,3.9316619589669966,246.11236684876616,0.0,147.38681919900253
104_69,104.0,69.0,88.22479248046875,22.5433349609375,3.015075445175171,116812.9921875,0.0,0.0,0.15331310539667897,3.4604399282063785,1593.7446239513667,0.0,281.9396927611854
104_70,104.0,70.0,88.23452758789062,22.5433349609375,2.0932352542877197,137662.796875,0.0,0.0,0.28628134639500696,2.5992980640632037,664.1812753149503,1.7470975643594326,167.13942186418936
104_71,104.0,71.0,88.2442626953125,22.54334259033203,1.7930737733840942,26611.880859375,0.0,0.0,0.34533849061635147,2.188956657600531,244.38377225530982,1.4984586406018021,189.32667637223247
104_72,104.0,72.0,88.25399780273438,22.54334259033203,5.010223388671875,232953.265625,0.3628388883003009,155.2701489692061,0.35170833123126155,2.3763087410146984,-1218.0859825443958,6.994234838168999,715.573252998155
104_73,104.0,73.0,88.26373291015625,22.543357849121094,8.301856994628906,466043.9375,0.3527028721197065,72.65032806029757,0.338630253978321,2.439820432512496,-2022.6191154001385,8.262138859372298,1038.208710505074
104_74,104.0,74.0,88.27349853515625,22.543357849121094,9.213522911071777,754124.375,0.6430995332358949,119.38630989282011,0.3282019133057542,2.524378569123428,-1914.245127998155,11.342040973395878,1459.893406941882
104_75,104.0,75.0,88.283203125,22.543357849121094,9.541845321655273,923138.375,0.36428493547263624,38.40245119634667,0.347289476007553,2.33998442517017,-1267.4103436346863,15.227387769635754,1460.2798518219558
104_76,104.0,76.0,88.29296875,22.543357849121094,9.763349533081055,1637613.625,0.6698641301960963,7.514721080470622,0.32219636924152445,2.3833669285683072,2354.6449961081644,17.069106295539882,818.9879785516605
104_77,104.0,77.0,88.30270385742188,22.543357849121094,10.439858436584473,2438844.75,0.45991594501087146,19.263005266649486,0.2827487396578067,2.5016731694653953,1904.8450833141146,6.6383497653412205,784.4621338791513
104_78,104.0,78.0,88.31243896484375,22.543365478515625,11.444355964660645,1317882.25,0.7736735414314975,5.118614659319235,0.2601736146145641,2.4955246722513986,1776.7609115544283,5.991936856090363,616.7295606549816
104_79,104.0,79.0,88.32217407226562,22.543365478515625,11.498284339904785,1493577.625,0.7173674748832449,-121.45557138530734,0.14985876329710565,3.074403950622844,9749.550132610702,5.725193375590982,314.2825328643912
104_80,104.0,80.0,88.3319091796875,22.543365478515625,11.059906005859375,1916615.625,0.7598242812490992,-39.82241348036866,0.18395737088474404,2.8162845616525516,13742.351317458488,4.985967614993838,359.34487430811805
104_81,104.0,81.0,88.3416748046875,22.543365478515625,12.046834945678711,2061320.25,0.32196399800451925,-5.712199220816945,0.19640595270698802,2.7194011502046305,14687.551134398065,2.789554807092871,344.950631342251
104_82,104.0,82.0,88.35140991210938,22.543365478515625,17.966115951538086,2383631.75,0.7125959625103377,-32.096727938171824,0.21505039116553273,2.4991940767974024,16816.293711081642,5.450346971349963,184.23431734317344
104_83,104.0,83.0,88.36114501953125,22.543365478515625,18.903091430664062,2899642.5,0.7112438212461578,-44.065187453664876,0.1371691939575646,2.992514987522949,12739.638960159135,7.959464238578543,174.74890452029524
104_84,104.0,84.0,88.37088012695312,22.543357849121094,14.471686363220215,3958839.5,0.5238210451119061,-33.291891238085604,0.14358295285833717,3.057700402546944,12634.758814287363,6.002351401916729,185.98780558118082
104_85,104.0,85.0,88.380615234375,22.543357849121094,12.40778636932373,3589249.75,0.4903685474747661,-36.44992156199562,0.10172094366207335,3.38783878021685,11788.238692054889,9.993999664194032,427.69106030904055
104_86,104.0,86.0,88.390380859375,22.543357849121094,11.8429594039917,2124233.0,0.382576982913422,-5.308952217447893,0.0886231594859894,3.634210277099978,9705.609036266145,12.132863963222151,1000.4643536669741
104_87,104.0,87.0,88.40008544921875,22.543357849121094,7.981957912445068,2222330.75,0.38679325052732916,67.61709426659299,0.06146195189979244,3.926842763130945,-646.1906404952722,11.860096639372767,1592.0824925046124
105_62,105.0,62.0,88.15658569335938,22.552268981933594,4.058897972106934,100963.9140625,0.3265203541055377,-396.8227947316643,0.13473060298229939,3.4987802374438157,1638.6994219002247,0.7009347338518093,2730.626999971172
105_63,105.0,63.0,88.16632080078125,22.552284240722656,3.1372029781341553,99394.90625,0.0,0.0,0.09205554244263148,3.7003908223928472,769.2337632971056,1.083147688545424,1577.7765635810656
105_64,105.0,64.0,88.17608642578125,22.552291870117188,2.05085825920105,87918.421875,0.0,0.0,0.06264436728839945,3.84372962980764,685.8547005178303,0.2651800869575726,289.6135213366294
105_65,105.0,65.0,88.185791015625,22.552291870117188,0.9299418926239014,61508.67578125,0.0,0.0,0.07006543148927584,3.864359856107418,391.8653199593519,0.18686311931187816,96.49061252270238
105_66,105.0,66.0,88.195556640625,22.55230712890625,0.7605621814727783,80098.578125,0.0,0.0,0.03408396815901753,4.1232812582395395,-380.0942396325819,0.1257136345899413,52.14877364380334
105_67,105.0,67.0,88.20529174804688,22.55230712890625,1.3111348152160645,120225.234375,0.0,0.0,0.0326487410992274,4.216337058908099,-433.67811815325183,0.0,124.81714677986623
105_68,105.0,68.0,88.21502685546875,22.552330017089844,1.6268236637115479,158917.859375,0.0,0.0,0.09103078243917205,3.909793676317314,-475.8698793530905,0.0,179.2711478933637
105_69,105.0,69.0,88.22476196289062,22.552337646484375,3.1192562580108643,124556.21875,0.0,0.0,0.13790116538860703,3.587397668608501,552.8557426199262,0.0,433.07563584669055
105_70,105.0,70.0,88.2344970703125,22.552337646484375,2.3431413173675537,72994.15625,0.0,0.0,0.27325281797739853,2.5993422671979776,35.70848753531481,5.378043361255603,385.1495518983511
105_71,105.0,71.0,88.2442626953125,22.552337646484375,2.7043797969818115,47138.8984375,0.3511042909428642,-140.40168989046182,0.3063953582651061,2.4763519748672302,211.94827765996166,1.8019312598168626,685.3777332939344
105_72,105.0,72.0,88.25399780273438,22.552337646484375,6.550685882568359,170379.59375,0.37018870295633693,137.5468166524914,0.3726038633677353,2.2208074170291052,-299.3241133461139,7.793920664769697,2012.4571898062734
105_73,105.0,73.0,88.26373291015625,22.552352905273438,8.901102066040039,359574.46875,0.3598897285566999,96.89468880161924,0.34780298211917665,2.2630348146832486,-1576.5254825155675,9.215925153331122,1892.7576899792437
105_74,105.0,74.0,88.27346801757812,22.552352905273438,9.441516876220703,705194.0625,0.6486886717736501,140.78815112144898,0.33883914736364157,2.326123016043859,-1055.410498587408,11.204863755905322,968.3456094326568
105_75,105.0,75.0,88.283203125,22.55236053466797,9.203615188598633,725235.125,0.4621287003654396,36.27354002984663,0.3381043606578644,2.3191661407251765,742.9128228782288,8.656837561913521,537.035718404059
105_76,105.0,76.0,88.29296875,22.55236053466797,7.956593036651611,419787.78125,0.4634854010550299,2.646517928197537,0.3328088288817459,2.2801871681821497,2589.4802777617624,6.382691851401242,328.54113814575646
105_77,105.0,77.0,88.30270385742188,22.55236053466797,6.3732805252075195,151483.46875,0.0,0.0,0.20418793512886302,3.181628282853988,311.9095760781827,4.952281075650036,440.24760003459414
105_78,105.0,78.0,88.31243896484375,22.55236053466797,6.272437572479248,137559.890625,0.43964496617827475,99.7066723101585,0.23409741391115085,2.664636152331118,125.08804377594558,9.687959347263913,439.07334669049817
105_79,105.0,79.0,88.32217407226562,22.55236053466797,7.7098798751831055,388006.125,0.0,0.0,0.25938139630419743,2.791299964482647,2254.352315642297,8.708100864368172,264.00898725784134
105_80,105.0,80.0,88.3319091796875,22.55236053466797,9.12224292755127,1121788.0,0.7673557833991808,-59.48497278575076,0.21584598780558123,2.766693998874381,7538.673730829106,6.192458529313992,346.237135320572
105_81,105.0,81.0,88.3416748046875,22.55236053466797,6.7779998779296875,2279780.5,0.0,0.0,0.11137452072762914,3.507398917685837,16258.84023293358,5.8088434930217225,364.84129958487085
105_82,105.0,82.0,88.35140991210938,22.55236053466797,12.451193809509277,2996943.25,0.7286519494003916,-25.83400858023754,0.19738060082016837,2.7078715221931042,17919.87675853321,4.254473936073895,318.0013261070111
105_83,105.0,83.0,88.36114501953125,22.55236053466797,16.54564666748047,3637747.0,0.5289058975627942,-18.9004434869959,0.12316714353666976,3.106952263738218,16895.15062845941,2.5360044078193464,307.97595710332104
105_84,105.0,84.0,88.37088012695312,22.55236053466797,13.36534595489502,4021237.25,0.5141570735241654,-23.7073236803256,0.1579301559617159,2.880804047498285,14036.79229848939,5.724095981499366,272.313912592251
105_85,105.0,85.0,88.380615234375,22.55236053466797,12.417505264282227,3764392.25,0.47450736000089194,-33.975460692969364,0.0813394806921702,3.5240275489360684,11668.083739333488,9.433866409358064,479.75820168357933
105_86,105.0,86.0,88.390380859375,22.55236053466797,12.082789421081543,3280611.75,0.48464357632992455,-33.92170147378692,0.10524060013549355,3.509334399013557,9182.705906941883,7.9760636614697455,873.4284190498156
105_87,105.0,87.0,88.40011596679688,22.552352905273438,9.233686447143555,1466326.375,0.39186906330699856,6.102066026977592,0.0639382675565037,3.8551804742587406,2129.510160213907,9.319485456741162,1673.8623947762915
106_63,106.0,63.0,88.16632080078125,22.561264038085938,3.9290037155151367,130350.4453125,0.0,0.0,0.10881205766403369,3.519707212814275,1436.8145008720594,2.7490969161705783,1295.0992328038515
106_64,106.0,64.0,88.17605590820312,22.561294555664062,4.166474342346191,91856.109375,0.0,0.0,0.07044042608394833,3.797206820761784,357.4699193525139,6.094623456581933,4065.411489564114
106_65,106.0,65.0,88.185791015625,22.561294555664062,3.962447166442871,59486.48046875,0.4385741280453672,391.3173510621747,0.11513403860845249,3.5511383584939322,66.21678313645928,15.98510555675549,4867.485063278367
106_66,106.0,66.0,88.195556640625,22.561294555664062,2.3478777408599854,47907.91796875,0.0,0.0,0.06066635525974401,3.9962847464900753,-1589.4242639295292,10.727520692832355,1897.7404199579105
106_67,106.0,67.0,88.20529174804688,22.561317443847656,1.4252957105636597,161938.515625,0.0,0.0,0.08975546298431736,3.8426009794271088,-1117.161558932484,0.5395808497038275,169.8172087159104
106_68,106.0,68.0,88.21502685546875,22.561325073242188,1.867114782333374,168437.25,0.0,0.0,0.1322098059847786,3.6495157077580638,-1834.205142088042,0.03632424722298486,264.06338287015683
106_69,106.0,69.0,88.22476196289062,22.561325073242188,4.624382495880127,333114.03125,0.3557612304317995,70.30369659460368,0.23660751286467943,2.9172807452074134,-636.2977200328644,-3.0792067411640906e-08,649.5147817689116
106_70,106.0,70.0,88.2344970703125,22.561325073242188,4.889652729034424,208838.953125,0.36508136679765485,120.66517211769039,0.2774948739477629,2.5755920955030334,-582.1474104877768,4.43721398216332,599.0586261819649
106_71,106.0,71.0,88.2442626953125,22.56134033203125,2.4726388454437256,71072.625,0.0,0.0,0.317828752017989,2.404837092203584,-95.57219670707451,5.297041361622266,318.9298352456181
